Year,State,Sector,Customers,Price,Revenue,Sales
2022,DC,Transportation,3,8.5,21319,250662
2022,DE,Commercial,59162,10.98,472127,4298806
2022,DE,Industrial,868,8.79,178553,2030396
2022,DE,Residential,461484,13.71,714302,5210069
2022,DE,Transportation,0,0.0,0,0
2022,FL,Commercial,1282170,11.19,10842320,96864074
2022,FL,Industrial,23673,9.16,1614811,17635655
2022,FL,Residential,10066753,13.9,18664364,134245975
2022,FL,Transportation,2,10.19,7655,75099
2022,GA,Commercial,607578,12.1,5995224,49540774
2022,GA,Industrial,24135,8.65,2959850,34210498
2022,GA,Residential,4648898,13.8,8437884,61140241
2022,GA,Transportation,1,9.33,13400,143691
2022,HI,Commercial,60136,40.18,1140213,2837850
2022,HI,Industrial,822,36.71,1267578,3452786
2022,HI,Residential,444854,43.03,1182559,2748479
2022,HI,Transportation,0,0.0,0,0
2022,IA,Commercial,245328,10.55,1315547,12470072
2022,IA,Industrial,9458,7.06,1874715,26541024
2022,IA,Residential,1426164,13.15,1997146,15192859
2022,IA,Transportation,0,0.0,0,0
2022,ID,Commercial,119688,8.27,565304,6836725
2022,ID,Industrial,29155,6.71,630771,9400753
2022,ID,Residential,826329,10.37,1033583,9963653
2022,ID,Transportation,0,0.0,0,0
2022,IL,Commercial,636011,11.32,5332077,47119806
2022,IL,Industrial,5486,8.57,3584548,41817849
2022,IL,Residential,5376734,15.65,7274069,46479195
2022,IL,Transportation,4,7.21,32783,454730
2022,IN,Commercial,370420,12.86,3020294,23493759
2022,IN,Industrial,19116,8.65,3673894,42479590
2022,IN,Residential,2988151,14.59,4970158,34058498
2022,IN,Transportation,1,13.03,1631,12518
2022,KS,Commercial,245577,11.51,1816669,15781384
2022,KS,Industrial,24109,8.3,974218,11736159
2022,KS,Residential,1297400,13.99,2020777,14443522
2022,KS,Transportation,0,0.0,0,0
2022,KY,Commercial,318516,11.78,2317841,19674006
2022,KY,Industrial,5419,7.41,2135730,28824550
2022,KY,Residential,2045252,12.91,3466096,26840186
2022,KY,Transportation,0,0.0,0,0
2022,LA,Commercial,299424,11.93,2809136,23540241
2022,LA,Industrial,19695,7.54,3027439,40143868
2022,LA,Residential,2128425,12.93,4067058,31444708
2022,LA,Transportation,1,12.45,1267,10181
2022,MA,Commercial,435521,18.67,4562463,24443659
2022,MA,Industrial,10524,17.06,1063201,6233832
2022,MA,Residential,2888583,25.97,5196288,20006891
2022,MA,Transportation,2,7.08,21180,299058
2022,MD,Commercial,260799,12.65,3494862,27623358
2022,MD,Industrial,9156,10.01,360419,3601623
2022,MD,Residential,2415655,14.46,4057913,28065379
2022,MD,Transportation,5,9.45,37070,392359
2022,ME,Commercial,106211,15.4,636081,4129399
2022,ME,Industrial,2155,11.03,292946,2655435
2022,ME,Residential,728053,22.44,1142540,5090874
2022,ME,Transportation,0,0.0,0,0
2022,MI,Commercial,554487,12.55,4657585,37114401
2022,MI,Industrial,5689,8.33,2372266,28485570
2022,MI,Residential,4475317,17.86,6255971,35034971
2022,MI,Transportation,2,12.35,534,4320
2022,MN,Commercial,308250,12.3,2773158,22548588
2022,MN,Industrial,9234,9.25,1911003,20648588
2022,MN,Residential,2523110,14.25,3336372,23418313
2022,MN,Transportation,1,12.29,2450,19941
2022,MO,Commercial,398806,9.55,2845815,29790520
2022,MO,Industrial,9883,7.67,1015285,13245662
2022,MO,Residential,2882259,11.74,4373898,37244970
2022,MO,Transportation,2,8.97,2252,25108
2022,MS,Commercial,245252,11.76,1656441,14089632
2022,MS,Industrial,10911,6.71,1071425,15972024
2022,MS,Residential,1329184,12.41,2348630,18917877
2022,MS,Transportation,0,0.0,0,0
2022,MT,Commercial,114645,10.68,535936,5019659
2022,MT,Industrial,11917,7.49,349566,4669625
2022,MT,Residential,540745,11.33,667968,5894499
2022,MT,Transportation,0,0.0,0,0
2022,NC,Commercial,739530,8.75,4307722,49228797
2022,NC,Industrial,9152,6.54,1801078,27519330
2022,NC,Residential,4855658,11.62,7253470,62443953
2022,NC,Transportation,1,7.61,1117,14681
2022,ND,Commercial,76800,8.45,709487,8392425
2022,ND,Industrial,9142,7.28,854283,11728548
2022,ND,Residential,392470,10.92,575541,5271904
2022,ND,Transportation,0,0.0,0,0
2022,NE,Commercial,158569,8.82,848420,9618755
2022,NE,Industrial,63679,7.21,955199,13241701
2022,NE,Residential,877619,10.79,1185532,10983649
2022,NE,Transportation,0,0.0,0,0
2022,NH,Commercial,110915,18.69,763434,4084625
2022,NH,Industrial,3167,15.15,291573,1925183
2022,NH,Residential,642870,25.46,1224085,4808322
2022,NH,Transportation,0,0.0,0,0
2022,NJ,Commercial,532838,13.75,5138269,37374037
2022,NJ,Industrial,11427,12.12,818454,6753844
2022,NJ,Residential,3675569,16.74,5031557,30062192
2022,NJ,Transportation,7,12.9,32598,252662
2022,NM,Commercial,147142,11.07,1006037,9084022
2022,NM,Industrial,9278,6.56,707421,10789520
2022,NM,Residential,921109,13.84,1008182,7282636
2022,NM,Transportation,0,0.0,0,0
2022,NV,Commercial,173757,10.14,1260723,12427663
2022,NV,Industrial,3386,8.5,1068731,12578639
2022,NV,Residential,1270155,13.78,1971542,14306529
2022,NV,Transportation,1,9.74,699,7176
2022,NY,Commercial,1166974,18.19,13132991,72205589
2022,NY,Industrial,7333,7.55,1221472,16177769
2022,NY,Residential,7346236,22.08,11531652,52227413
2022,NY,Transportation,8,13.84,359708,2599746
2022,OH,Commercial,631665,10.39,4789696,46090803
2022,OH,Industrial,19383,7.45,3729572,50062730
2022,OH,Residential,5082414,13.85,7384055,53312216
2022,OH,Transportation,3,8.54,2907,34034
2022,OK,Commercial,300361,10.34,2296387,22211526
2022,OK,Industrial,20064,6.96,1516985,21796272
2022,OK,Residential,1839083,12.44,3170141,25479144
2022,OK,Transportation,0,0.0,0,0
2022,OR,Commercial,244617,9.35,1557988,16654576
2022,OR,Industrial,26560,6.81,1288904,18923722
2022,OR,Residential,1826286,11.42,2367526,20725899
2022,OR,Transportation,2,10.45,2372,22699
2022,PA,Commercial,730432,10.73,3995009,37219047
2022,PA,Industrial,15351,8.21,4178366,50882779
2022,PA,Residential,5504325,15.94,8994501,56413218
2022,PA,Transportation,7,7.81,41358,529548
2022,RI,Commercial,60133,16.23,607915,3745633
2022,RI,Industrial,1628,17.96,114833,639343
2022,RI,Residential,448184,23.21,735413,3168339
2022,RI,Transportation,1,17.52,4025,22969
2022,SC,Commercial,403966,10.86,2619552,24130625
2022,SC,Industrial,3635,7.13,1878229,26340732
2022,SC,Residential,2472265,13.59,4386983,32287075
2022,SC,Transportation,0,0.0,0,0
2022,SD,Commercial,76157,10.21,503834,4936093
2022,SD,Industrial,4201,8.04,257919,3208065
2022,SD,Residential,419358,12.09,643720,5322906
2022,SD,Transportation,0,0.0,0,0
2022,TN,Commercial,528291,12.02,4293143,35719452
2022,TN,Industrial,1023,6.55,1491695,22788612
2022,TN,Residential,3058391,12.25,5339495,43603987
2022,TN,Transportation,0,0.0,0,0
2022,TX,Commercial,1574976,9.05,14538636,160719198
2022,TX,Industrial,322120,7.13,10259466,143905882
2022,TX,Residential,12063147,13.76,23474681,170596460
2022,TX,Transportation,3,6.82,12259,179652
2022,US,Commercial,19257529,12.41,172599590,1390872813
2022,US,Industrial,1049983,8.32,84894579,1020463986
2022,US,Residential,139854178,15.04,226989647,1509233162
2022,US,Transportation,86,11.59,765121,6599108
2022,UT,Commercial,141960,8.39,1079393,12870552
2022,UT,Industrial,10380,6.84,622535,9104680
2022,UT,Residential,1207878,10.84,1230161,11344265
2022,UT,Transportation,1,12.38,5694,46004
2022,VA,Commercial,437391,9.66,6620629,68556082
2022,VA,Industrial,3663,7.99,1347186,16861186
2022,VA,Residential,3583371,13.34,6233144,46717547
2022,VA,Transportation,1,10.85,14087,129802
2022,VT,Commercial,61583,17.29,331274,1916375
2022,VT,Industrial,253,11.88,162496,1367429
2022,VT,Residential,320849,19.93,435861,2186667
2022,VT,Transportation,0,0.0,0,0
2022,WA,Commercial,398253,9.49,2827193,29780448
2022,WA,Industrial,26379,6.17,1309410,21227090
2022,WA,Residential,3273505,10.26,4079234,39775849
2022,WA,Transportation,5,10.05,11447,113933
2022,WI,Commercial,363517,11.85,2775141,23426668
2022,WI,Industrial,5587,8.49,1999968,23560174
2022,WI,Residential,2786457,15.62,3575870,22887928
2022,WI,Transportation,2,16.55,182,1101
2022,WV,Commercial,149706,10.42,758145,7275035
2022,WV,Industrial,11224,6.74,981970,14574283
2022,WV,Residential,863905,13.23,1473398,11136970
2022,WV,Transportation,0,0.0,0,0
2022,WY,Commercial,58407,9.55,344774,3610790
2022,WY,Industrial,11730,6.89,680771,9879959
2022,WY,Residential,281464,11.09,333636,3008680
2022,WY,Transportation,0,0.0,0,0
2023,AK,Commercial,56796,20.87,543148,2602872
2023,AK,Industrial,1161,18.7,256386,1371059
2023,AK,Residential,296192,23.9,490072,2050667
2023,AK,Transportation,0,0.0,0,0
2023,AL,Commercial,384122,13.16,2923959,22213494
2023,AL,Industrial,7239,7.11,2220821,31257213
2023,AL,Residential,2353274,14.63,4593824,31409652
2023,AL,Transportation,0,0.0,0,0
2023,AR,Commercial,205526,10.34,1208919,11694057
2023,AR,Industrial,36612,6.87,1275851,18581004
2023,AR,Residential,1459802,12.25,2251157,18373971
2023,AR,Transportation,2,14.93,40,268
2023,AZ,Commercial,344059,11.79,3844785,32619680
2023,AZ,Industrial,7614,8.11,1159128,14296687
2023,AZ,Residential,3068552,14.02,5466059,38992365
2023,AZ,Transportation,2,10.01,1008,10066
2023,CA,Commercial,1766915,23.91,27006847,112935566
2023,CA,Industrial,148000,18.64,8014384,42998557
2023,CA,Residential,14063972,29.51,24439806,82820898
2023,CA,Transportation,12,13.01,94387,725431
2023,CO,Commercial,397348,11.64,2409252,20697728
2023,CO,Industrial,15358,8.5,1256100,14778848
2023,CO,Residential,2517452,14.3,2859285,19999333
2023,CO,Transportation,2,13.23,11894,89910
2023,CT,Commercial,156310,19.99,2273489,11373591
2023,CT,Industrial,3936,15.69,404764,2579387
2023,CT,Residential,1541895,29.88,3751250,12553299
2023,CT,Transportation,3,21.55,38545,178899
2023,DC,Commercial,27387,16.94,1191005,7030204
2023,DC,Industrial,1,10.85,19154,176489
2023,DC,Residential,312982,16.45,390035,2371637
2023,DC,Transportation,3,9.94,29943,301384
2023,DE,Commercial,59839,11.83,490681,4148502
2023,DE,Industrial,876,7.85,157018,2001322
2023,DE,Residential,468358,15.73,775833,4931847
2023,DE,Transportation,0,0.0,0,0
2023,FL,Commercial,1292988,11.95,11620543,97255443
2023,FL,Industrial,26085,9.39,1672810,17808644
2023,FL,Residential,10222476,15.21,20651963,135805022
2023,FL,Transportation,2,11.33,8054,71105
2023,GA,Commercial,609978,10.7,5497964,51404671
2023,GA,Industrial,24366,6.88,2205710,32067537
2023,GA,Residential,4703796,13.69,7996719,58412499
2023,GA,Transportation,1,7.29,10512,144124
2023,HI,Commercial,60117,39.03,1092349,2798995
2023,HI,Industrial,813,35.28,1211791,3435096
2023,HI,Residential,446203,42.39,1141701,2693161
2023,HI,Transportation,0,0.0,0,0
2023,IA,Commercial,250532,10.33,1301603,12600924
2023,IA,Industrial,9451,6.91,1880378,27217490
2023,IA,Residential,1436037,13.31,1940409,14581845
2023,IA,Transportation,0,0.0,0,0
2023,ID,Commercial,121675,8.78,600657,6842096
2023,ID,Industrial,29322,7.17,648094,9038616
2023,ID,Residential,845896,11.05,1082537,9793265
2023,ID,Transportation,0,0.0,0,0
2023,IL,Commercial,626171,11.24,5124272,45576290
2023,IL,Industrial,5541,8.2,3384830,41267424
2023,IL,Residential,5394659,15.71,6804072,43319747
2023,IL,Transportation,4,6.9,28639,414756
2023,IN,Commercial,371773,12.55,2889443,23016436
2023,IN,Industrial,19291,8.24,3398553,41228694
2023,IN,Residential,3018496,14.94,4741354,31739243
2023,IN,Transportation,1,12.73,1398,10977
2023,KS,Commercial,245544,10.85,1706896,15727254
2023,KS,Industrial,24106,7.64,878741,11509320
2023,KS,Residential,1306777,13.38,1848944,13815434
2023,KS,Transportation,0,0.0,0,0
2023,KY,Commercial,323183,11.38,2196143,19303242
2023,KY,Industrial,5136,6.55,1793467,27367071
2023,KY,Residential,2057705,12.65,3106289,24552708
2023,KY,Transportation,0,0.0,0,0
2023,LA,Commercial,300640,10.45,2481404,23743181
2023,LA,Industrial,18790,5.88,2344558,39874251
2023,LA,Residential,2137199,11.55,3666444,31746570
2023,LA,Transportation,1,11.0,1151,10455
2023,MA,Commercial,443991,19.62,4763481,24275567
2023,MA,Industrial,10510,17.88,1089219,6091226
2023,MA,Residential,2886203,29.61,5733884,19365825
2023,MA,Transportation,2,7.15,19966,279346
2023,MD,Commercial,260822,12.77,3456460,27061701
2023,MD,Industrial,9226,9.94,343636,3455597
2023,MD,Residential,2432423,16.6,4333163,26107722
2023,MD,Transportation,5,11.23,45809,408065
2023,ME,Commercial,108745,17.88,718365,4017144
2023,ME,Industrial,2040,12.3,295183,2400208
2023,ME,Residential,731969,27.42,1348778,4918678
2023,ME,Transportation,0,0.0,0,0
2023,MI,Commercial,559552,13.4,4894750,36534334
2023,MI,Industrial,5589,8.16,2325536,28515187
2023,MI,Residential,4496300,18.84,6130301,32533717
2023,MI,Transportation,2,13.67,745,5452
2023,MN,Commercial,308285,12.39,2800843,22613856
2023,MN,Industrial,9351,9.2,1892556,20560640
2023,MN,Residential,2551574,14.73,3391941,23023275
2023,MN,Transportation,1,12.35,2227,18029
2023,MO,Commercial,399085,10.14,2958249,29174382
2023,MO,Industrial,9831,7.9,1011796,12813199
2023,MO,Residential,2906438,12.58,4397847,34964573
2023,MO,Transportation,2,9.77,2310,23645
2023,MS,Commercial,246032,12.37,1760225,14230944
2023,MS,Industrial,11023,6.96,1088735,15646628
2023,MS,Residential,1335278,13.23,2452659,18544190
2023,MS,Transportation,0,0.0,0,0
2023,MT,Commercial,116235,12.11,612982,5063035
2023,MT,Industrial,12019,7.8,365555,4686142
2023,MT,Residential,549248,12.54,721681,5755522
2023,MT,Transportation,0,0.0,0,0
2023,NC,Commercial,746025,9.67,4662157,48196906
2023,NC,Industrial,9082,7.15,1868337,26143974
2023,NC,Residential,4951380,12.93,7593061,58737520
2023,NC,Transportation,1,8.86,1127,12708
2023,ND,Commercial,76700,7.38,800557,10854668
2023,ND,Industrial,10628,7.37,905073,12280355
2023,ND,Residential,395002,11.01,557857,5067156
2023,ND,Transportation,0,0.0,0,0
2023,NE,Commercial,160540,8.76,986101,11260554
2023,NE,Industrial,63824,7.63,888254,11640095
2023,NE,Residential,893123,11.2,1195237,10670550
2023,NE,Transportation,0,0.0,0,0
2023,NH,Commercial,111302,20.4,826517,4050619
2023,NH,Industrial,3125,15.76,303539,1925716
2023,NH,Residential,647007,28.15,1310466,4654978
2023,NH,Transportation,0,0.0,0,0
2023,NJ,Commercial,539427,14.0,5052059,36082758
2023,NJ,Industrial,11246,11.68,727181,6223834
2023,NJ,Residential,3702963,17.7,5030514,28414871
2023,NJ,Transportation,8,12.22,45899,375476
2023,NM,Commercial,147632,10.68,998732,9349407
2023,NM,Industrial,9339,5.75,670790,11661806
2023,NM,Residential,928216,13.85,1015785,7336277
2023,NM,Transportation,0,0.0,0,0
2023,NV,Commercial,174042,11.91,1472654,12366846
2023,NV,Industrial,4784,10.36,1280856,12366508
2023,NV,Residential,1288498,16.67,2251643,13508820
2023,NV,Transportation,1,12.75,916,7181
2023,NY,Commercial,1180841,18.01,12866330,71422184
2023,NY,Industrial,7178,6.87,1042211,15173534
2023,NY,Residential,7384444,22.25,11147682,50113258
2023,NY,Transportation,8,15.7,425812,2712960
2023,OH,Commercial,624926,10.75,4984353,46351291
2023,OH,Industrial,19087,7.03,3554411,50545890
2023,OH,Residential,5110814,15.38,7646822,49713538
2023,OH,Transportation,2,5.91,1788,30264
2023,OK,Commercial,304896,9.34,2158268,23117487
2023,OK,Industrial,19874,6.26,1379920,22043847
2023,OK,Residential,1857151,12.08,2877138,23817506
2023,OK,Transportation,0,0.0,0,0
2023,OR,Commercial,244410,9.92,2290636,23084137
2023,OR,Industrial,26545,7.52,1085221,14433651
2023,OR,Residential,1843683,12.73,2603098,20444544
2023,OR,Transportation,2,11.41,2583,22630
2023,PA,Commercial,735043,11.26,4033022,35802263
2023,PA,Industrial,15565,7.75,3886297,50146824
2023,PA,Residential,5516157,18.1,9472222,52327643
2023,PA,Transportation,5,10.21,44336,434263
2023,RI,Commercial,60297,17.68,645446,3650574
2023,RI,Industrial,1606,18.98,119383,628838
2023,RI,Residential,450190,27.02,809152,2995162
2023,RI,Transportation,1,17.29,4532,26214
2023,SC,Commercial,410802,10.39,2618036,25193823
2023,SC,Industrial,3634,6.68,1677090,25110033
2023,SC,Residential,2518272,13.68,4228055,30898329
2023,SC,Transportation,0,0.0,0,0
2023,SD,Commercial,77048,10.16,511213,5032841
2023,SD,Industrial,4237,8.01,258552,3227339
2023,SD,Residential,426548,12.32,646524,5245819
2023,SD,Transportation,0,0.0,0,0
2023,TN,Commercial,531644,11.8,4139606,35094425
2023,TN,Industrial,1013,6.23,1407569,22601013
2023,TN,Residential,3106778,12.19,5041363,41350567
2023,TN,Transportation,0,0.0,0,0
2023,TX,Commercial,1589559,8.82,14629032,165791834
2023,TX,Industrial,344534,6.6,10440918,158248978
2023,TX,Residential,12257008,14.46,24388838,168610875
2023,TX,Transportation,3,7.3,12312,168698
2023,US,Commercial,19381328,12.59,177342187,1408108755
2023,US,Industrial,1078249,8.04,81158787,1009255634
2023,US,Residential,141282713,16.0,231992666,1450025184
2023,US,Transportation,85,12.77,876544,6863789
2023,UT,Commercial,142545,8.51,1134662,13337953
2023,UT,Industrial,10719,6.99,602610,8622963
2023,UT,Residential,1244066,11.2,1268526,11328264
2023,UT,Transportation,1,12.28,6678,54357
2023,VA,Commercial,441468,8.95,6604437,73807035
2023,VA,Industrial,3673,8.92,1353014,15176022
2023,VA,Residential,3615939,14.26,6145511,43095838
2023,VA,Transportation,1,10.42,24958,239610
2023,VT,Commercial,62485,18.0,342606,1903595
2023,VT,Industrial,257,11.27,144712,1284114
2023,VT,Residential,322405,20.82,453095,2176314
2023,VT,Transportation,0,0.0,0,0
2023,WA,Commercial,401423,9.92,3012115,30369642
2023,WA,Industrial,26546,6.35,1279330,20156469
2023,WA,Residential,3319836,10.98,4276679,38940142
2023,WA,Transportation,5,10.17,8783,86377
2023,WI,Commercial,365168,12.76,2962531,23212820
2023,WI,Industrial,5591,8.68,2006873,23131084
2023,WI,Residential,2813580,16.88,3749633,22218861
2023,WI,Transportation,2,17.21,196,1139
2023,WV,Commercial,150864,11.03,791496,7173973
2023,WV,Industrial,11095,7.24,1061249,14662890
2023,WV,Residential,864768,14.05,1437864,10233824
2023,WV,Transportation,0,0.0,0,0
2023,WY,Commercial,58591,8.94,450907,5045931
2023,WY,Industrial,11780,7.06,620644,8796321
2023,WY,Residential,283729,11.46,337897,2947863
2023,WY,Transportation,0,0.0,0,0
2024,AK,Commercial,57009,21.57,561566,2603674
2024,AK,Industrial,1191,19.31,264999,1372235
2024,AK,Residential,298397,24.82,513968,2070594
2024,AK,Transportation,0,0.0,0,0
2024,AL,Commercial,389925,13.64,3118220,22861620
2024,AL,Industrial,7246,7.25,2303895,31762241
2024,AL,Residential,2398172,15.18,4993058,32899071
2024,AL,Transportation,0,0.0,0,0
2024,AR,Commercial,207035,10.24,1206780,11789053
2024,AR,Industrial,36772,6.61,1290759,19525858
2024,AR,Residential,1476944,12.32,2288691,18580638
2024,AR,Transportation,2,13.23,35,263
2024,AZ,Commercial,348423,12.23,4415075,36100156
2024,AZ,Industrial,7555,7.9,1129681,14297880
2024,AZ,Residential,3134733,14.91,6027534,40434931
2024,AZ,Transportation,2,10.95,1130,10321
2024,CA,Commercial,1777305,25.54,29399925,115125595
2024,CA,Industrial,146327,21.53,9477808,44025912
2024,CA,Residential,14217180,31.97,27443697,85850538
2024,CA,Transportation,13,16.79,120098,715100
2024,CO,Commercial,405693,11.71,2479641,21171639
2024,CO,Industrial,14750,8.62,1283984,14891887
2024,CO,Residential,2557732,14.92,3086849,20693690
2024,CO,Transportation,1,9.66,8280,85688
2024,CT,Commercial,156818,21.21,2473628,11662707
2024,CT,Industrial,3864,17.12,437595,2555605
2024,CT,Residential,1552746,28.75,3720210,12941903
2024,CT,Transportation,3,17.77,33962,191140
2024,DC,Commercial,27521,17.07,1227670,7193294
2024,DC,Industrial,1,10.8,20255,187468
2024,DC,Residential,318780,17.71,433140,2445805
2024,DC,Transportation,3,9.66,30560,316348
2024,DE,Commercial,60653,12.2,522352,4282220
2024,DE,Industrial,1169,8.49,162761,1917182
2024,DE,Residential,473508,16.57,857254,5174514
2024,DE,Transportation,0,0.0,0,0
2024,FL,Commercial,1309027,10.99,10903073,99197472
2024,FL,Industrial,26610,8.5,1483603,17457348
2024,FL,Residential,10443373,14.14,19561174,138370720
2024,FL,Transportation,2,10.87,7598,69918
2024,GA,Commercial,619171,10.87,5994967,55172683
2024,GA,Industrial,24336,7.21,2352084,32616660
2024,GA,Residential,4815501,14.08,8740026,62062953
2024,GA,Transportation,1,7.64,11591,151669
2024,HI,Commercial,59655,38.18,1080617,2830166
2024,HI,Industrial,821,34.13,1184407,3470374
2024,HI,Residential,446512,42.86,1136578,2651594
2024,HI,Transportation,0,0.0,0,0
2024,IA,Commercial,251716,10.22,1309887,12814989
2024,IA,Industrial,9477,6.8,1881132,27646583
2024,IA,Residential,1448818,13.4,1939175,14468850
2024,IA,Transportation,0,0.0,0,0
2024,ID,Commercial,123982,9.17,638525,6963670
2024,ID,Industrial,29658,7.69,736518,9573616
2024,ID,Residential,868141,11.52,1132688,9832269
2024,ID,Transportation,0,0.0,0,0
2024,IL,Commercial,638510,11.81,5344924,45240214
2024,IL,Industrial,5686,8.83,3767818,42693932
2024,IL,Residential,5392477,15.87,7117529,44850719
2024,IL,Transportation,3,7.76,34314,442042
2024,IN,Commercial,374858,12.44,2944084,23663900
2024,IN,Industrial,19345,8.15,3461231,42489190
2024,IN,Residential,3056216,14.77,4879873,33048641
2024,IN,Transportation,1,12.31,2201,17876
2024,KS,Commercial,245169,11.19,1767254,15790720
2024,KS,Industrial,23963,7.73,898942,11627501
2024,KS,Residential,1317095,14.15,1958284,13839989
2024,KS,Transportation,0,0.0,0,0
2024,KY,Commercial,327448,11.5,2335162,20314415
2024,KY,Industrial,4846,6.5,1819860,28005747
2024,KY,Residential,2077215,12.79,3335308,26085709
2024,KY,Transportation,0,0.0,0,0
2024,LA,Commercial,301288,10.46,2473116,23651891
2024,LA,Industrial,18203,5.61,2286240,40720072
2024,LA,Residential,2147745,11.73,3633012,30974840
2024,LA,Transportation,1,11.54,1157,10026
2024,MA,Commercial,438014,20.9,4908122,23489390
2024,MA,Industrial,10353,18.19,1026914,5645295
2024,MA,Residential,2924535,29.35,5867779,19992635
2024,MA,Transportation,2,9.22,26840,291255
2024,MD,Commercial,261469,12.96,3600554,27773337
2024,MD,Industrial,9286,10.01,350493,3502025
2024,MD,Residential,2451753,17.86,4880099,27327356
2024,MD,Transportation,5,11.55,48024,415970
2024,ME,Commercial,111084,18.22,750189,4117961
2024,ME,Industrial,1925,12.46,289438,2322138
2024,ME,Residential,742549,24.29,1190411,4901492
2024,ME,Transportation,0,0.0,0,0
2024,MI,Commercial,564574,14.01,5209956,37190845
2024,MI,Industrial,5762,8.26,2336236,28289760
2024,MI,Residential,4516367,19.3,6466084,33504932
2024,MI,Transportation,2,14.09,772,5477
2024,MN,Commercial,308460,12.15,2729308,22468437
2024,MN,Industrial,9410,9.15,1831204,20015581
2024,MN,Residential,2581180,15.45,3408955,22062758
2024,MN,Transportation,1,12.71,1949,15332
2024,MO,Commercial,403957,10.26,3034339,29569769
2024,MO,Industrial,9443,7.87,1019598,12953946
2024,MO,Residential,2933914,12.91,4548192,35226895
2024,MO,Transportation,2,9.94,2528,25424
2024,MS,Commercial,246813,12.32,1746176,14172165
2024,MS,Industrial,12415,6.81,1084653,15919246
2024,MS,Residential,1340459,13.39,2490447,18593201
2024,MS,Transportation,0,0.0,0,0
2024,MT,Commercial,123483,11.87,597479,5034278
2024,MT,Industrial,11624,7.59,366589,4832494
2024,MT,Residential,557432,12.66,721809,5700241
2024,MT,Transportation,0,0.0,0,0
2024,NC,Commercial,751027,10.56,5229699,49524269
2024,NC,Industrial,8930,7.77,1990135,25622927
2024,NC,Residential,5067762,14.13,8726608,61744942
2024,NC,Transportation,1,10.28,1274,12388
2024,ND,Commercial,77191,7.19,812797,11309334
2024,ND,Industrial,10864,7.25,981888,13549609
2024,ND,Residential,397839,11.51,565146,4910755
2024,ND,Transportation,0,0.0,0,0
2024,NE,Commercial,161501,8.39,1081451,12885125
2024,NE,Industrial,64672,7.66,912995,11914906
2024,NE,Residential,905415,11.53,1198161,10391014
2024,NE,Transportation,0,0.0,0,0
2024,NH,Commercial,112277,19.4,796349,4105167
2024,NH,Industrial,3116,16.21,317952,1961351
2024,NH,Residential,652608,23.4,1134518,4847443
2024,NH,Transportation,0,0.0,0,0
2024,NJ,Commercial,540221,14.64,5431275,37086504
2024,NJ,Industrial,11251,11.93,757878,6351180
2024,NJ,Residential,3735638,19.34,5743701,29692962
2024,NJ,Transportation,7,11.11,44527,400778
2024,NM,Commercial,148104,10.54,1011137,9592789
2024,NM,Industrial,9256,5.43,725316,13355945
2024,NM,Residential,936098,14.2,1043283,7347620
2024,NM,Transportation,0,0.0,0,0
2024,NV,Commercial,177740,10.19,1453207,14259288
2024,NV,Industrial,4786,8.64,1016117,11766220
2024,NV,Residential,1311755,15.0,2194081,14631493
2024,NV,Transportation,1,10.66,814,7638
2024,NY,Commercial,1163769,18.77,13337112,71053178
2024,NY,Industrial,16605,9.17,1450058,15804738
2024,NY,Residential,7420214,24.43,12424305,50857373
2024,NY,Transportation,6,14.7,409084,2782212
2024,OH,Commercial,627393,10.66,5418173,50813610
2024,OH,Industrial,18237,7.1,3596997,50687764
2024,OH,Residential,5142108,15.99,8340151,52174356
2024,OH,Transportation,2,7.32,2315,31646
2024,OK,Commercial,298476,8.92,2267616,25412391
2024,OK,Industrial,20002,5.84,1305145,22343103
2024,OK,Residential,1878818,12.24,2977075,24328279
2024,OK,Transportation,0,0.0,0,0
2024,OR,Commercial,247412,10.11,2494169,24662444
2024,OR,Industrial,26616,8.05,1226001,15228350
2024,OR,Residential,1868012,14.7,2905555,19767745
2024,OR,Transportation,2,12.54,2779,22162
2024,PA,Commercial,740697,11.03,4252003,38548336
2024,PA,Industrial,12961,7.87,3840646,48830820
2024,PA,Residential,5534580,17.77,9641603,54272558
2024,PA,Transportation,5,9.96,49268,494800
2024,RI,Commercial,62629,21.09,773340,3666320
2024,RI,Industrial,1649,19.7,121071,614681
2024,RI,Residential,457383,28.65,891368,3111332
2024,RI,Transportation,1,21.53,4719,21914
2024,SC,Commercial,413387,10.64,2797768,26306224
2024,SC,Industrial,3604,6.84,1718300,25110388
2024,SC,Residential,2581882,14.23,4632121,32544816
2024,SC,Transportation,0,0.0,0,0
2024,SD,Commercial,78291,10.55,539258,5111478
2024,SD,Industrial,4317,8.28,277782,3355659
2024,SD,Residential,433548,12.86,664939,5170067
2024,SD,Transportation,0,0.0,0,0
2024,TN,Commercial,542965,12.05,4338477,35996043
2024,TN,Industrial,1006,6.21,1436732,23138889
2024,TN,Residential,3166103,12.42,5445100,43827503
2024,TN,Transportation,0,0.0,0,0
2024,TX,Commercial,1557087,8.55,14046066,164232987
2024,TX,Industrial,376098,6.12,10782108,176135056
2024,TX,Residential,12547863,14.94,24652422,165051743
2024,TX,Transportation,3,4.35,502,11531
2024,US,Commercial,19480886,12.75,185043226,1450941216
2024,US,Industrial,1115974,8.13,84094810,1034584190
